train_input_1,train_input_2,train_output_1
-3.438429559021344,33,29.561570440978656
-95.2231134418704,53,-42.223113441870396
88.13649699446617,-62,26.13649699446617
-53.22324223942201,96,42.77675776057799
-16.300675376934848,9,-7.300675376934848
35.847624472706855,-68,-32.152375527293145
-39.166552678350456,14,-25.166552678350456
9.17422320949575,-47,-37.82577679050425
84.04656728984412,25,109.04656728984412
-68.00895091373306,-83,-151.00895091373306
48.053941109851706,68,116.0539411098517
63.18245470939857,47,110.18245470939857
31.819491116167313,18,49.81949111616731
-6.565776842101442,-34,-40.56577684210144
-4.215466871092133,94,89.78453312890787
89.25926490229978,3,92.25926490229978
-0.12821921457594954,-8,-8.12821921457595
9.335565170371666,44,53.335565170371666
46.67138497641733,24,70.67138497641733
-46.35255629512913,-64,-110.35255629512913
28.50130299957678,43,71.50130299957678
-20.974068122086848,-43,-63.97406812208685
-34.589843495595346,-6,-40.589843495595346
-4.879124934443581,89,84.12087506555642
-73.56729974733061,-51,-124.56729974733061
test_input_1,test_input_2,test_output_1
-40.905712771308615,45,4.094287228691385
5.102003850372313,28,33.10200385037231
98.8175962707281,-42,56.8175962707281
-75.84490234964383,31,-44.84490234964383
-62.629738980833416,-9,-71.62973898083342
95.80189914890883,-100,-4.198100851091169
-61.24109032706328,8,-53.24109032706328
13.667458546801626,7,20.667458546801626
-60.144671596971364,77,16.855328403028636
98.43400208528834,-31,67.43400208528834
-94.03051618296425,-78,-172.03051618296425
1.6080621848395964,63,64.6080621848396
37.257001630743645,33,70.25700163074364
30.845111025585567,-4,26.845111025585567
60.20783344362874,-14,46.20783344362874
59.132402985303884,-78,-18.867597014696116
52.93123374492265,-98,-45.06876625507735
67.11310053101127,-53,14.11310053101127
-82.42727881915238,-63,-145.42727881915238
-31.954455765550293,51,19.045544234449707
-87.94209347171717,-56,-143.94209347171716
62.29917874847618,-7,55.29917874847618
-84.57342893953457,-82,-166.57342893953455
-43.246121446358664,90,46.753878553641336
0.45775860235168864,-72,-71.54224139764831
35.48232365215057,17,52.48232365215057
-33.69515507056724,-62,-95.69515507056724
81.61668016599825,67,148.61668016599825
-82.32318672431064,35,-47.323186724310645
23.868089926299206,3,26.868089926299206
-55.7318345721955,62,6.268165427804497
-48.8358360548214,21,-27.8358360548214
-30.738038058849952,56,25.261961941150048
-83.37655138757505,74,-9.376551387575049
-54.615325634241984,-93,-147.61532563424197
-3.8056065678825775,-13,-16.805606567882577
-86.65152730221853,71,-15.651527302218526
2.331213558304597,77,79.3312135583046
67.96167958816864,31,98.96167958816864
63.63104519818427,8,71.63104519818427
81.97281512684626,-58,23.972815126846257
-21.066655691122165,84,62.933344308877835
91.4104035599864,-19,72.4104035599864
-66.2437405032485,66,-0.24374050324850316
72.48214256055041,17,89.48214256055041
-63.031473861580814,100,36.968526138419186
-46.766028406725546,-27,-73.76602840672555
28.442144836539768,-88,-59.55785516346023
42.98074880284935,-97,-54.01925119715065
-60.09223476620142,-80,-140.09223476620141
73.95912203330636,-100,-26.040877966693643
63.57937823993481,-80,-16.42062176006519
51.25377288889422,-94,-42.74622711110578
90.42841020066012,-71,19.428410200660124
-63.35560482343614,-75,-138.35560482343612
95.20668855349504,93,188.20668855349504
11.734944327680694,79,90.7349443276807
36.39392107012077,-74,-37.60607892987923
-47.975449678271076,74,26.024550321728924
-19.081067058526102,25,5.918932941473898
81.90844840236545,38,119.90844840236545
79.85036380942825,95,174.85036380942825
-72.09931651436378,-31,-103.09931651436378
-87.11118790627077,76,-11.111187906270771
59.50032812244683,59,118.50032812244683
98.11248931938252,-21,77.11248931938252
-8.059741453664941,-71,-79.05974145366494
-64.93334285677093,-87,-151.93334285677093
15.742620034167103,5,20.742620034167103
56.468836272200264,13,69.46883627220026
4.869681597039403,-20,-15.130318402960597
15.488294727563229,44,59.48829472756323
8.078886591737572,-85,-76.92111340826243
-77.46142170543581,-44,-121.46142170543581
44.75592122684063,17,61.75592122684063
-42.3379575404335,96,53.6620424595665
17.49336370271108,29,46.49336370271108
-84.91135549634284,58,-26.911355496342836
75.69185140507784,-60,15.691851405077841
-22.864010367023056,29,6.135989632976944
10.132688023524366,7,17.132688023524366
14.27035767154348,-65,-50.72964232845652
53.10440784958013,-12,41.10440784958013
86.85562591151904,-7,79.85562591151904
-91.63020088430844,31,-60.63020088430844
-98.26360879004558,3,-95.26360879004558
-85.14623845519829,0,-85.14623845519829
95.97284635604117,60,155.97284635604117
-89.37104348730263,-90,-179.37104348730264
10.803051475615334,-79,-68.19694852438467
98.41787707163354,6,104.41787707163354
71.40028235689005,-22,49.400282356890045
69.21961022245173,70,139.21961022245173
68.45641464193255,42,110.45641464193255
80.268193624818,64,144.268193624818
-98.46696999149151,-11,-109.46696999149151
27.560232532852737,-6,21.560232532852737
69.16508853114883,18,87.16508853114883
8.92135111566752,-97,-88.07864888433248
70.97305945153914,98,168.97305945153914
-51.668662048093175,-30,-81.66866204809318
98.63375504359954,-95,3.6337550435995354
87.35666571851516,78,165.35666571851516
59.453098891935895,39,98.4530988919359
-92.52449852496952,93,0.4755014750304838
-65.83771502814969,-38,-103.83771502814969
-72.8474534509216,-64,-136.8474534509216
-54.99348229007821,81,26.006517709921788
-29.86893987658452,-9,-38.86893987658452
94.39089597387675,86,180.39089597387675
-46.17539856779649,48,1.824601432203508
-29.819129600831147,-67,-96.81912960083115
47.49102626870223,20,67.49102626870223
-50.98509701069758,6,-44.98509701069758
-17.17295983285672,20,2.8270401671432808
-57.964692883054546,74,16.035307116945454
11.539773941004498,-84,-72.4602260589955
-20.48113949452528,100,79.51886050547472
35.26464666348642,-19,16.264646663486417
-75.04090011365867,-45,-120.04090011365867
-69.66764803080967,80,10.332351969190327
-97.03832894182078,-47,-144.0383289418208
-67.31181906480876,51,-16.31181906480876
-34.959959422717276,14,-20.959959422717276
2.015658588830945,-92,-89.98434141116905
27.06747717220115,48,75.06747717220115
-53.08110354618063,-49,-102.08110354618063
92.71069887357154,12,104.71069887357154
-7.408143039901404,100,92.5918569600986
-62.05634587747269,-19,-81.0563458774727
-86.44850295255225,-67,-153.44850295255225
95.49730734211306,-59,36.49730734211306
11.313213501686022,55,66.31321350168602
70.13364961599794,-20,50.13364961599794
-89.1237711196969,-39,-128.1237711196969
65.55372476446428,47,112.55372476446428
-61.23105342885915,-36,-97.23105342885916
-42.22975608205868,98,55.77024391794132
-91.92645192097098,73,-18.926451920970976
-90.17895486026588,30,-60.178954860265875
15.749035928245434,71,86.74903592824543
-2.4495838108279173,-64,-66.44958381082792
80.67608978730806,-88,-7.323910212691942
-11.473977308050976,-3,-14.473977308050976
-75.20712788162378,79,3.7928721183762235
98.20828082436839,-11,87.20828082436839
-55.15433490398536,11,-44.15433490398536
-83.39282072820622,-32,-115.39282072820622
-20.728104729651406,76,55.271895270348594
-26.90610849163218,15,-11.906108491632182
76.73558697962457,-79,-2.2644130203754287
40.70092287998537,73,113.70092287998537
-35.389071486765005,-73,-108.389071486765
25.22461744700655,-34,-8.775382552993449
45.23313589435227,-89,-43.76686410564773
-18.43000959402525,-67,-85.43000959402525
-50.107522614840015,-95,-145.10752261484
47.488938124461015,-97,-49.511061875538985
-83.78815149582991,42,-41.78815149582991
20.22685664213195,13,33.22685664213195
62.057585670458195,79,141.0575856704582
-68.84860356135418,19,-49.84860356135418
88.95089120099897,-42,46.95089120099897
89.28509913951422,-75,14.285099139514216
-44.96395961559407,-82,-126.96395961559406
56.90876151545231,83,139.9087615154523
-60.14292148066907,-16,-76.14292148066906
14.925544209555781,77,91.92554420955578
37.60297575573102,10,47.60297575573102
94.83237303951475,-72,22.83237303951475
98.68689457281968,61,159.68689457281968
16.830725502652854,64,80.83072550265285
-18.860943298640635,28,9.139056701359365
-80.17251437577697,52,-28.17251437577697
26.118989081700718,-30,-3.881010918299282
12.934768033537566,-60,-47.065231966462434
5.711916997899053,52,57.71191699789905
-38.15229914487397,82,43.84770085512603
-58.845128359959745,-70,-128.84512835995974
64.14528612170929,80,144.1452861217093
43.31867557884448,-63,-19.681324421155523
55.99894785193405,-36,19.998947851934048
-60.81540500747844,-48,-108.81540500747843
24.48334361292379,-85,-60.51665638707621
-36.57248603553269,79,42.42751396446731
84.70367877574759,81,165.7036787757476
-92.2217137733425,-72,-164.22171377334251
99.39599701209289,70,169.3959970120929
90.20165679046949,1,91.20165679046949
56.99890341816351,-94,-37.00109658183649
82.86067799635984,0,82.86067799635984
46.237602144838974,-82,-35.762397855161026
-25.573898595512617,41,15.426101404487383
-59.587028961455225,-12,-71.58702896145522
72.77774565291352,81,153.77774565291352
34.87977710826465,49,83.87977710826465
47.007306303037694,95,142.0073063030377
-62.81792914876616,77,14.182070851233838
26.12955909268591,66,92.12955909268591
3.7600315303755423,-25,-21.239968469624458
-24.826763273359575,-24,-48.826763273359575
14.17988939513259,51,65.17988939513259
-70.24560050712596,22,-48.24560050712596
49.954176123247635,72,121.95417612324763
76.73664930204899,65,141.736649302049
87.06924993944392,-1,86.06924993944392
-71.08587821617235,23,-48.08587821617235
55.472530871879655,72,127.47253087187966
90.94315680818588,-6,84.94315680818588
2.944454252315623,64,66.94445425231562
-20.06785319526753,72,51.93214680473247
22.222777863559813,-68,-45.77722213644019
-65.17197723309347,-87,-152.17197723309346
38.09411701528836,-30,8.094117015288361
28.031280898369488,-99,-70.96871910163051
-66.88193211923618,16,-50.88193211923618
-70.65301742757386,-21,-91.65301742757386
-48.67213175826146,15,-33.67213175826146
86.04183373196958,48,134.04183373196958
-83.32407808307667,-35,-118.32407808307667
-93.1030659229936,25,-68.1030659229936
-71.69695107337523,70,-1.6969510733752315
43.50853259628772,-42,1.508532596287722
-70.93372927675226,93,22.06627072324774
17.647702466838865,53,70.64770246683887
-14.938695791082623,-62,-76.93869579108262
-84.59911116702345,-99,-183.59911116702347
-85.28568378771428,59,-26.285683787714277
52.185950396119296,98,150.1859503961193
-66.9843286534127,83,16.015671346587297
-65.61659277365791,-12,-77.61659277365791
-80.0900407466669,78,-2.090040746666901
-32.47709643479857,78,45.52290356520143
53.26875225305582,-81,-27.731247746944177
74.06216846774058,-51,23.062168467740577
40.959527653705806,58,98.9595276537058
-72.89181968889342,-96,-168.8918196888934
92.6176784228451,91,183.6176784228451
70.80102192208676,34,104.80102192208676
38.65115910367331,-54,-15.348840896326692
87.06885178632766,51,138.06885178632766
-68.98610218066105,20,-48.98610218066105
-19.02387863101893,15,-4.023878631018931
-34.51801378575583,71,36.48198621424417
33.775655917625755,-86,-52.224344082374245
-68.42833636840837,81,12.571663631591633
-4.329747208486296,-81,-85.3297472084863
74.3768112909105,20,94.3768112909105
14.722536122868135,26,40.722536122868135
67.30999505673657,-27,40.30999505673657
-53.069305611078455,-98,-151.06930561107845
-77.44628146030101,40,-37.44628146030101
-72.33812046972523,-27,-99.33812046972523
18.395687719695133,-54,-35.60431228030487
-75.6657095452997,62,-13.665709545299705
-11.324149903955743,60,48.67585009604426
-76.58907713346079,5,-71.58907713346079
91.33074280903256,-92,-0.6692571909674427
-92.3963752234192,20,-72.3963752234192
94.25948661066133,28,122.25948661066133
26.55536542092156,-84,-57.44463457907844
-34.22657444401696,-87,-121.22657444401696
-25.34325108727893,35,9.65674891272107
92.1508859268585,-39,53.15088592685851
-64.38039994544067,92,27.619600054559328
-89.1506786707637,36,-53.150678670763696
13.382246891238722,92,105.38224689123872
-41.723338750451376,59,17.276661249548624
89.71914905200998,-75,14.719149052009982
-86.87623500704488,-46,-132.8762350070449
32.619765286036966,4,36.619765286036966
22.229427460681592,-89,-66.77057253931841
1.2057558890545437,16,17.205755889054544
-48.02829192549043,1,-47.02829192549043
0.6760541665721718,94,94.67605416657217
-6.139261964125595,35,28.860738035874405
81.67869651342195,-11,70.67869651342195
70.87177581098194,78,148.87177581098194
-60.02425375143412,-37,-97.02425375143412
-94.9190890969895,-48,-142.9190890969895
19.663248233938305,-56,-36.336751766061695
-1.9805352660641233,77,75.01946473393588
-39.73221877228512,21,-18.732218772285123
-21.45015509661357,-96,-117.45015509661357
99.31882004069368,-87,12.31882004069368
36.32711190498608,-16,20.327111904986083
-59.31000570351801,86,26.68999429648199
-30.20238589371742,-74,-104.20238589371742
37.18034672925111,34,71.18034672925111
87.95639880673858,4,91.95639880673858
-22.18115495694741,-10,-32.18115495694741
90.32830760889732,70,160.32830760889732
