train
[],0
[-10],0
[-9],1
[-8],0
[-7],1
[-6],0
[-5],1
[-4],0
[-3],1
[-2],0
[-1],1
[0],0
[1],1
[2],0
[3],1
[4],0
[5],1
[6],0
[7],1
[8],0
[9],1
[10],0
[-947],1
[-450],0
[303],1
[886],0
[0 0],0
[0 1],1
[7 1],2
[-9 -1],2
[-11 40],1
[944 77],1
[801 311 -561 -291 311 15 -341 -269 -783 -585 -545 -785 -677 -567 -821 -347 -581 541 -19 953 955 951 -479 419 -993 999 127 823 459 -147 43 377 759 123 -179 -213 307 -33 -675 267 299 -769 -45 -741 435 937 -245 -641 317],49
[-785 -957 857],3
[-13 999 -709 -825 265 -271 253 955 -945 -203 449 -481 249 245 -839 583],16
[-747 -489 -899 -569 -165 -619 -285 925 -523 -527 139 -577 -797 -707 -199 -615 -419 -829 -705 -811 115 -315 271 571 -131 743 885 665 -881 985 453 751 285 -95 -573 -659 -351 817 -61 -271 311 183 879 -375 675 65],46
[153 -23 -573 145 519 -671 -977 -405 85 239 -141 129 -991 247 -187 865 771 191 215 -77 -105 439 -505 -415 555 -927 -519 -153 795 879 617 685 -291 357 329 739 -889 971 819 -5],40
[771 201 61 -157 881 -177],6
[-519 -591 153 601 -103 -809 43 667 47 -91 -493 -371 -497 -141 119 469 -949 17 -431 15 985 -27],22
[-265 -463 635 -55 147 877 453 -913 -213 393 771 -289 89 -103 -379 311 853 467 -809 -561 77 635 -517 -177 -849 963],26
[-961 -169 -269 969 -741 -787 -719 -303 611 343 419],11
[924 30 220 -580 892 -196 236 -222 826 800 -462 590 56 -88 -818 -430 -234 -850 -672 -38 308 58 704 876 -260 -44 -386 968 854 674 602 126 58 562 922 -352 -654 736 -522 -180 620 132],0
[20 -490 960 320 896 522 474 936 -872 672 850 780 -134 -84 -810 -982 280 116 -326 670 -632 -834 -730 -342 278 926 728 282 326 686 -16 622 438 984 318 -38 254 374 -158 -396 -312],0
[-748 -424 -558 242 -612 398 710 -480 936 118 -662 44 24 480 -992 -930 -48 838 -658 748 -612 778 532 -130 316 -754 272 -502 -222],0
[644 -902 806 208 816 -482 -78 -576 932 718 316 -526 584 990],0
[-704 904 -252 356 -948 346 -854 920 -146 -340 -800 -310 -948 882 950 -254 -680 660 680 -270 -956 502 -22 -722 -220 410 -90 420 -424 -556 366 -444 926 -496],0
[-422 -614 52 2 212 -994 200 852 -800 998 -614 -888 -882 944 476 892],0
[-408 178 398 -8 -526 498 164 470 -604 302 458 108 470 916 -966 -784 690 -822 936 418 780 700 -864 354 -628 740 830 -932 -634 780 -192 338],0
[-262 48 -202 142 866 -778 516 916 -498 -618 -894 -244 -388],0
[-152 806 546 168 424 -72 -158 -152 -934 -44 824 556 -532 822 296 -614],0
[-107],1
[849 790 -304 520],1
[-857 -8 -599 -161 -326 -413 160 625 -110 198 91 964 457 921 40 621 414 -62 400 -60 949 573 466 542 526 -54 -326],11
[723 657 -591 757 -213 -127 325 -549 -751 -627 65 523 699 -134 -449 -431 -649 461 285 875 -99 513 -907 -211 -299 541 -311 135 997 595 -641 -399 -611 481 111 -931 183 677 -793 647],39
[42 352 -332 -2 64 -708 842 128 -10 -158 200 868 -832 899 -242 138 506 332 -417 -766 630 790 532 -284 -736 -308 -888 734 -662 170 -839 390 -656 182],3
[-236 2 156 -234 -992 346 -294 840 -626 644 873 366 328 152 -8 -224 -297 -116 772 198 664 -760 600 688 990 -821 -420 -244 650 512 -228 -146],3
[86 -577 98 615 -817 -413 -309 -473 691 -960 -997 -461 -999 457 -583 -326],12
[370 424 -566 -248 644 958 290 -702 978 744 420 -886 -924 -178 571 -590 -292 80 340 -998 12 824 -874 366 -418 -606 -650 -858 896 936 -374 -738 812 -696 92 936],1
[-145 -753 -187 50 -135 835 -416 240 -209 351 419 511 814 761 97 585 -854],12
[742 665 -570 -525 734 -758 -487 -434 -923 452 -56 -92 -250 -902 398 274 -255 -270 172 -47 370 111 694 -715 -57 -378 -648 -375 578 765 -41],12
[-26 500 -411 336 -554 -202 -312 -980 -566 116 -884 -138 606 492 120 848 -140 -452 -504 -710 -810 -686 646 154 -574 274 426 926 414 -102 -46 920 914 -888 570 676 -328 204 326 350],1
[-399 -421 -874 -459 -461 775 365 -837 803 446 -913 -925 989 -725],12
[93 589 -363 20 -527 -15 -733 -81 836 831 -951 -851 509 -833 549 874 -559 -206 -970 -345 26 117 88 246 256 561 -862 591 -647 542 -213 -927 -481 -647 97 129],25
[-287 -752 263 -537 -901 575 -405 -413 125 -803 -853 -467 925 577 403 -883 -935 -379 179 -279],19
[351 881 -927 -689 -855 -713 577 423 734 -339 772 -177 703 647 885 63 -423 -521 39 463 -209 -333 35 -768 -253 -173 -904 -974 -941 257 835 -353 -25 -885 911 564],30
[523 985 -874 292 631 936 -669 655 -240 -674 -450 770 951 -721 -819 995 -11 918 793 -644 -642 -867 -327 515 -314 -980 -65 -32 183 -977 657 234],18
[-688 -558 -904 316 592 -992 -50 -679 -164 -386 -173 -811 922 225 -239 -265 -95 987 -632 -168 474 706],8
[-48 -822 -205 630 -464 872 719 -617 -368 -54 -718 -308 200 817 -767 408 -407 15 -286 85 -330 -582 -310 256 -303 522 926 840 -396 566 -413 -950 -971 468 -32 638 -60 637],12
[-270 426 -734 -404 440 810 162 672 758 -722 746],0
[-935 -842 -44 60 89 475 971 -998 -51 -342 -360 720 60 -724 -198 -819 793 -49 -243 158 568],9
[629 129 505 -250 -366 -420 229 -444 394 -966 215 345 -710 -576 -194 104 -108 -332 521 -32 802 167 -436 -152 631 848 -93 -145 -434 -947 863 -651 -804 239],15
[510 121 20 -495 -139 -47 -497 692 -837 196 187 -326 -367 -475 -818 -134 -898 433 909 179 63 582 175 -684 -439 343 -865 -113 105 -505 -553 721 99 -551 -691 -502 -888 381 -139 -329 -784 -178 -158 447 -885 -824],30
[-67 361 25 -217 169 -903],6
[-990 907 291 -113 663 891 -63 771 -573 -503 732 -410 -849 331 -546 -510 -418 -987 170 -26 -477 -97 -398 -693 -135 -93 -568 -860 170 708 -260 511 630 132 -688 369 604],19
[483 935 745 509 -919 -645 -775 -535 339 867 -263 705 -771 -983 -555 17 791 79 -969 -605 -73 575 -721 -781 -233 5 833 -851 -903 -863 755 -531 971 -727 805 279 -93],37
[-63 -877 81 -739 -555 397 -781 -463 253 845 137 541 357 -763 813 -307 -81 -215 -101 -365 -125 657 -57 -757 661 -429 31 723],28
[-174 93 -14 991 161 -296 -140 580 -196 -481 536 305 66 894 -770 534 -200 -778 984 -344],5
[941 965 737 -741 -747 725 -239 711 -892 -245 789 348 -899 -131 285 -80 -901 490 -183 753 101 -221 249 -605 -913 -688 -225 -121 435 350 -655 265 -491 -771 -825 453 502 -727 -883 742 -199 -648 731 -897 -643],36
[321 73],2
[-225 -334 645 -77 -737 -193 242 340 -289 -437 574 -317 -201 913 -250 -739 804 388 -459 597 -645 769 295 -511 973 565 10 259 229 -93 -141 -209 399 -812 223 -755],27
[-615 -884 389 59 -681 -353 181 703 171 587 602 333 625 660 -123 -128 200 933 549 179 342 -715 745],17
[75 498 760 -386 782 -847 968 -698 -40 -267 240 -286 -474 862 131 508 836 670 -334 750 -778 112 -96 208 -204 -430 662 388 -646 910 542 137 480 330 790 -791 84 775 391 540],8
[883 -734 -542 718 393 -715 -518 642],3
[804 449 670 848 -429 -299 -160 -414 -172 -468 -518 845 689 335 -655 882 -100 -159 860 -178 233 -665 -175 -858 557 -971 936 -546 -383 371 -14 775 -589 -486 873 -311 -570 -967 233 447 -300 652 -595 -992 990 -797 525],25
[765 -777 976 -275 -297 353 -819 943 975 687 -157 -840 337 -27 -336 -69 711 633 231 611 871 -554 8 -381 -723 372 225 809 581 895 561 -58 413 -22 -893 -213 -935 751 37 -453 139 802 -107 560 -725 569 215 -561 267],39
[-191 -605 397 163 -703 -475 900 86 -996 156 493 -215 835 163 -503 -183 583 139 -118 521 -61 970 885 -989 -873 455 -425 -345 -998 825 -573 -553 -173],26
[-35 -489 -79 -30 -23 -777 -471 585],7
[-466 -708 916 -318 -476 132 -876 820 -242 544 72 -342 574 422 792 194 -498 972 464 244 918 590 -154 872 -738 -264 -22 672 22 328 -232 -876 -440 -762 695],1
[-464 345 -457 -127 433 315 603 -163 -969 -231 -725 -405 849 -594 -952 55 -197 -636 228 -185 756 -760 -417 853 -956 991 189 -63 523 -689 -109 758 -623 696],24
[316 463 -267 -762 215 28 138 -580 -447 -38 -272 -268 -256 -853 -588 -805 398 -114 -6 950 925 -866 -891 -159 2 -332],9
[603 -375 -913 931 -150 349 971 440 -421 -250 -683 -103 -788],9
[-996 -26 -730 131 -852 -682 294 38 -316 464 -281 817 884 74 -30 612 56 -90 532 -226 384 -622 912 -100],3
[129 875 839 464 -753 -81 -271 -419 665 -481 -589 -418 -413 -889 -949 -315 803 613 -869 -888 -535],18
[-400 992 30 -426 194 682 -860 -88 -972 324 -36 88 -74 -382 316 790 -246 540 -860 -804 202 -220 -328 -482 0 -76 -290 -484 -510 -938 -426 88 -834 720 -204 104 282 -448 364],0
[-26 -873 -910 -897 -187 11 -364 -877 186 -425 -778 -781 859 -665 725 703 -998 371 168 871 -457 -527 475 931 -511 295],19
[95 41 -565 953 -693 -848 371 -911 -781 -159 -67 547 -805 737 -393 -139 818 998 -137 771 -714 -975 532 878 -817 -835 -25 -261 649 144 -821],24
[523 -622 -728 -950 -934 -994 -286 -718 452 -540 222 439 -341 769 -604],4
[567 395 21 -33 723 11 -941 -59 355 821 699 477 -847 -679 747 -603 -927 -419 551 757 387 -901 -799 625 73 -311 -699 829 811 341 -203 -399 -807 -55 -81],35
[703 989 307 195 653 377 -185 155 -57 896 145 -937 -389 -297 883 113 837 308 -463 -543 747],19
[-743 -631 -587 659 -411 553 -487 -730],7
[-547 -239 417 434 -572 21 -493 -109 795 -106 365 775 -873 -786 171 -869 -398 -889 -951 826 -699 -466 127 628 -302 815 -74 -129 470 -428 -9 -560 106 -333 429 -766 -335 -72 974 -699 -984 -702 690 474 815 -538 -175],25
[-664 -586 -364 785 -123 6 -750 -134 816 419 83 764],4
[874 -27 257 -61 -453 75 533 -95 -817 -479 -521 985 -137 813 -579 -555 -767 593 -733],18
[280 -535 -593],2
[733 424 -261 285 727 -813 -796 651 893 -5 644 -455 483 865 136 -400 -81 533 -863 -891 -367 -193 125 -351 11 499 -509 128 513 -275 929 -38 213 -253 -643 359],29
[719 -167 251 -648 -257 -428 749 -271 -503 9 875 175 -561 777 -827 895 281 -997 -613 -495 -435 -129 799 447 239 657],24
[-951 -840 411 686 67 98 -261 341 -443 230 -774 -768 781 891 467 355 88 832 404 -310 162 -568 362 -739 -935 -668 -900 -867 612 -907 194 568 960 147 -154 300 -888 700 -850 -356 88 250],15
[-753 -906 -292 -774 -843 -297 -868 -680 351 -740 778 -246 -690 143 355 355 -237 -747 -759 -237 283 973 -242 -760 152 -129 931 830 -718 948 -961 711 -650 368 -345 588 -743 863],20
[-993 233 -198 -114 -464 478 -489 93 -28 80 27 -12 -110 666 90 -28 -492 -801 273 -292 -974 272 712 -834 672 439 877 -924 561 430 626 187 629 130 808 -810 668 -116 -469 -338 -359 639 976 -44 948 -172 686 -222],15
[522 248 870 762 -28 510 -512 -119 800 548 800 702 -806 -456 86 442 -726],1
[685 -94 -262 117 567 -168 -829 750 -558 -644 -883 -381 850 911 -905 -562 283 -773 3 958 -995 601 246 755 -211 -39 227 427 -519 303 -392 804 568 255 294 838 588],21
[548 -930 482 172 471 249 960 922],2
[389 419 627 -75 859 702 -532 569 -662 -83 -952 -471 267 783 99 -603 587 -941 529 -801 -943 -460 -946 -911 -973 -331 785 -883 321 -345 949 -530 -695 -985 271 427 750 -185 43 -200 117 -296],32
[-626 -300 -620 792 242],0
[677 787 765 -379 439 393 -391 -841 111 -109 327 355 675 -99 -843 -627 893 -269 -855 -607 627 -145 -143 361 743 -499 -61],27
[332 897 -743 -936 615],3
[-206 384 -656 -486 -172 583 428 -436 924 26 -754 -200 776 814 -260 619 614 476 -584 -814 592 470 -152 986 150 984 -967 792 -912 46],3
[-138 -510 18 604 726 18 -90 8 -616 546 972 -456 138 -562 254 594 -116 468 576 -90 936 174 666 442 170 214 -820 -742 638 888 682 -366 43 640 238 432 906 836 887 -218 876 602 -872],2
[224 279 210 554 -30 -160 -766 -971 464 37 450 -964 276 608 -581 738 587 866 476 886 534 -4 900],5
[-724 635 7 -951 -589 -273 -874 613 -755 -419 -169 -537 -609 2 809],12
[-390 867 96 -73 -354 568 389 109 -669 -28 265 746 -720 -53 -623 771 -468 -771],10
[-206 -724 905 647 587 728 409 -745 306],5
[-211 367 824 179 989 127 421 -703 924 -435 -281 -181 -859 337 295 597 203],15
[819 543 951 575 -963 -387 903 427 943 153 -379 199 903 715 -507 -547 -225 39 221 739 -291 -889 -733 -627 61 -647 -325 -151 -469 987 -897 43 407 -444 -47 -9 17 -811 -751 -95 -419],40
[201 932 -234 -160 -302 766 184 552 12 326 638 -579 -610 522 -808 471 -506 88 268 486 -42 -514 890 -363 792 680 -605 368 -762 314 -108 -908 -528],5
[336 -680 3 810 -446 -999 -948 -434 -886 410 232 440 -796 284 71 774 801 1000 621 483 772 -195 26 -690 -552 -288 -868 99 -220 326 498 100 349 -533 -631 202 -246 -936],11
[-552 -598 -338 66 44 762 -558 -644 552 -46 828 -732 630 796 -760],0
[465 -678 -139 416],2
[-493 896 296 -75 969 904 -837 -589 -41 438 -61 -249 -425 -364],9
[-241 639 283 -477 -125 801 991 519 -597 -553 621 -336 533 -343 594 -871],14
[72 568 722 497 -239 -923],3
[-368 100 -620 -80 -254 -964 886 -544 -212 668],0
[-792 -16 304 610 616 -578 656 894 267 174 208 976 795 686 -310 -862 644 582 94 -684 716],2
[-793 -216 -319 -397 633 -549 263 397 -817 -391 -261 -3 749 -817 281 435 -557 81 -983 797 347 29 233 29 -829 367 207 391 5 -999 -979 -297 -936],31
[-96 334],0
[-371 627 -760 -48 -661 289 244 -876 -209 -581 -269 -941 523 -849 -728 803 499 875 -168 -263 383 727 638 701 567 680 741 31],20
[931 569 657 357 -815 769 815 -781 83 -135 -550 -978 -603 841 -326],12
[87 1000],1
[-702 320 274 -402 -417 580],1
[819 -985 -633 -703 -603 -497 -787 -935 972 -400 -937 779 379 -965 -711 -584 -965 -563 733 985 -59 215 -919 -674 285 -541 -483 675 853 925 503 -463],28
[-47 383 115 -543 -407 685 299 539 64 431 907 -175 107 713],13
[-62 688 557 416 -372 772 -18 -440 304 -566 704 436 654 22 -145 706 269 980 -226 510 356 -714 282 -286 -428 -760 -18 329 -216 -760 -198 618],4
[732 482 -353 384 -247 -647 152 -487 260 -525 -528 -24 377 -729 -146 -573 581 176 4 953 741 413 -409 -869 187 -227 989 195 -406 -915 -762 240 453 -179],21
[34 -51 806 820 -302 -878 348 -4 -564 -68 -747 -903 846 157 -921 966 -692 206 812 52 152 -238 -390 -832 202 -986 548 -830 -668 837 257 494 574 676 -319 149 268 36],9
[22 523 577],2
[602 -618 -298 667 794 898 -201 374 -504 666 940 -662],2
[-301 97 -433 997 -67 171 409 791 917 631 185 -355 301 579 -309 119 -639 383 -87 267 455 791 -65 739 -837 693 215 -463 47 -307 -831 989 -561 45 33 -693 -173 -899 -703 455 231 763],42
[-920 -110 390 1000 370 -944 908 -400 922 824 292 314 -988 -906 -886 -992 266 -140 -304 116 -726 -630 320 24 240 -898 -866 786 -900],0
[-842 724 694 634 -580 -72 2 872 136 -924 654 -22 -818],0
[170 57 140 -102 -672 577 524 974 -540 -56 979 -302 784 -510 222 8 -396 -510 -758 -180 -760 -682 724 -200 -514 -733 -390 -489 248 366 -144 680 134 460 216 146 454 -827 -838 428 946 -647 301 -529],9
[552 548 -94 -515 882 164 687 -398 -398 -188 -606 718 -992 620 570 -134 112 885 -396 -378 510 -33 908 335 -654 552 -198 -700 723 -18 -776 336 310 384 728 806 99 444 268 -390 820 -450 -444 -668 644 652 -833 -848],8
[703 -762 -825 191 93 -590 27 554 153 -173 752 84 -777 -917 -579 657 465 -814 856],12
[-783 163 -639 753 421 227 -725 399 -379 985 -701 969 -343 437 -95 461 667 -841 431 979 405 255 33 -123 -105 -773],26
[-263 650 504 -486 590 -106 452],1
[745 783 -387 639 717 9 -555 639 -457 -198 733 -909 -286 3 633 -97 187 779 -531],17
[-147 -545 -105 -735 -97 -919 973 607 269 209 607 -653 -507 -499 -893 21 -221 433 903 -701 -209 -553 903 -283 -381 573 -839 745 435 -129],30
[-866 764 440 -164],0
[266 -568 -106 -952 -32 -64 558 -524 -720 536 228 6 244 -552 -194 614 -622 187 520 14 -280 936 -788 -266 -124 -762 840 -646 212 754 -706 276],1
[432 973 -422 748 520 -964 -236],1
[-441 759 999 263 875 689 149 -897 -609 691 -473 323 -637 737 495 -507 -149 185 253],19
[998 703 -873 668 -487 -33 927 -734 -348 297 -387 264 899 723 307 -820 13 651 -765 103 834 803 -486 126 448 -853 235 300 -701 -183 523],20
[250 -620 328 798],0
[-955 -241 691 317 871 536 -231 -29 189 44 -51 33 43 -7 -469 479 -185 -777 217 495 -591 447 -643 729],22
[-491 495 682 789 277 518 409 221 -915 -358 -399 13 -443 103 -401 -821 548 -702 177 603 193 675 -741 506 -143 -727 -105 173 -941 595 -166 -181 -41 199 627 -385 721 311 -177 505 655 -935 -741 499 -901 -181 895 645 113],42
[-939 -941 707 -342 921 150 313 -868 609 -654 -722 -166 -825 -275 -763 436 -736 74 -109 -398 -922 532 -930 -49],11
[-404 -922 8 -562],0
[-866 -144 -580 304 -944 792 154 180 -604 -704 -90 946 958 -182 -532 -770 256 219 362 -618 504],1
[966 839 -3 -807 862 -665 -14 14 155 -246 646 102 264],5
[607],1
[986 -780 -690 16 -180 -620 -948 464 -424 862 950 -368 -706 -30 458 770 -568 124 -604],0
[-410 819 801 145 778 -172 826 63 636 599 912 -2 -815 -96 -81 -794 -619 -557 -406 840 7 -779 -747 -784 89 940],13
[-205 -123 496 -805 175 951 241 -523 9 427 -572 -569 -561 37 -995 781 955 393 661 -89 -145 819 -431],21
[-270 868 968 -596 308 593 255],2
[927 -157 -763 999 -385 -829 -855 -663 -259 57 -787 785 -882 385 -511 579 -485 -133 -899],18
[-277 -693 567 731 177 -463 109 807 83 -566 741 -705 -101 919 -607 759 -785 -219 609 -903 247 -725 -997 -403],23
[753 -721 -433 409 200 -59 -619 167 709 -152 -363 -233 571 809 918 -17 831 799 949 516],16
[-258 -144 -434 -672 32 541 -16 774 682 1000 916 -284 -64 -432 96 -894 -720 -472 642 -166 -572 560 884 382 -520 -640 722 -918 774 -628 958 380 528 362 -904 812 524 720 904 475 806 667 -172 388 810],3
[3 -211 -259 620 -240 379 471 -529 307 -225 637 -849 -701 710 653 -399 132 -7 -387 -929 -785 57 293 347 -671 171],22
[552 -469 -618 -301 -20 952 393 -220 -90 539 249 227 -964 -938 745 -411 -239 -980 -892 147 311],11
[608 -44 -550 -540 -830 -461 871 -510 420 776 940 80 18 -968 -894 -640 408 968 -916 272 198 748 -112 -290 -808 286 -502 -566 -382 268],2
[833 545 -183 489 -821 -781 29 -475 -327 719 451 523 153 793 -903 -273 -429 -291 205 -473 903 -49 -199 -247 295 -201 755 -663 -463 915 589 969 815 435 229 -919 -74 -435 -825 957 -599 787 -347],42
[-662 354 -496 -986 832 140 178 -266 294 -446 -142 -608 944 796 514 86 878 586 610 852 -54 50 -770 -488 -182 530 -226],0
[-600 982 -900 298 297 -970 -131 -362],2
[827 -450 683 876 -967 279 -211 23 -916 21 -775 -987 255 791 781 263 553 26 897 912 191 34 401 231 -617 154 -611 -351 -556 -969],22
[265],1
[-398 156 -962 -342 -166 351 12 694 428 976 467 -472 740 523 -934 562 -482 88 -128 780 -44 -823 -608 -368 -930 -831 -378 -165 -96 -220 -724 -829 948 -988 473 411 982 810 155 -672 393 -497 442 164 896 46],12
[-900 -452 -613 772 466 530 -963 394 -164 -86 23 -768 -171 446 909 -398 -585 -452 -205 -470 -532 -963 592 -46 -32],8
[859 244 660 14 670 -538 -146 -711 -27 934 771 974 50 -590 -754 -305 -354 567 -151 -882 123 744 -29 -934 863 690 593 373 139 -765 -498 589 274 -70 -438 69 863 143 -772 688 -294],18
[564 -482],0
[796 -50 98 984 354 678 -734 534 658 659 -666 -830 611 848 -766 -144 -378 626 -172 -204 934 450 506 470 82 672 -908 -674 -858 -258 134 -588 428 -404 122 -36 -932 -746 -962 -314 -516 -22 554 -94 -66 891 456 -320 -654 -312],3
